,V1,V2
4561,1950,1950
4562,1950,2967
4563,1950,1888
4564,1951,1951
4565,1951,1920
4566,1951,2294
4567,1952,1952
4568,1952,2102
4569,1953,1953
4570,1953,1934
4571,1953,2519
4572,1953,1940
4573,1954,1954
4574,1954,2605
4575,1954,1980
4576,1954,1927
4577,1955,1955
4578,1956,1956
4579,1956,3135
4580,1956,2334
4581,1957,1957
4582,1957,1923
4583,1957,2296
4584,1958,1958
4585,1958,1863
4586,1959,1959
4587,1959,3066
4588,1959,2147
4589,1960,1960
4590,1960,3215
4591,1960,6427
4592,1960,1880
4593,1960,2991
4594,1961,1961
4595,1961,2243
4596,1962,1962
4597,1962,2026
4598,1962,3222
4599,1963,1963
4600,1963,2315
4601,1964,1964
4602,1965,1965
4603,1965,3094
4604,1966,1966
4605,1967,1967
4606,1967,2139
4607,1968,1968
4608,1968,1869
4609,1968,1997
4610,1968,1921
4611,1969,1969
4612,1969,1916
4613,1970,1970
4614,1971,1971
4615,1971,3119
4616,1971,3163
4617,1971,2375
4618,1972,1972
4619,1973,1973
4620,1973,1956
4621,1973,3018
4622,1974,1974
4623,1975,1975
4624,1975,2478
4625,1976,1976
4626,1976,2010
4627,1977,1977
4628,1977,2024
4629,1978,1978
4630,1978,1844
4631,1979,1979
4632,1979,1874
4633,1980,1980
4634,1980,1954
4635,1981,1981
4636,1982,1982
4637,1982,1949
4638,1982,2451
4639,1983,1983
4640,1983,2635
4641,1983,2216
4642,1984,1984
4643,1984,2235
4644,1985,1985
4645,1985,3229
4646,1985,2551
4647,1986,1986
4648,1986,2059
4649,1986,2014
4650,1986,2454
4651,1987,1987
4652,1987,3057
4653,1987,1850
4654,1988,1988
4655,1989,1989
4656,1989,2465
4657,1989,3128
4658,1989,3115
4659,1990,1990
4660,1990,3307
4661,1990,3264
4662,1990,1994
4663,1991,1991
4664,1992,1992
4665,1992,2512
4666,1993,1993
4667,1994,1994
4668,1994,1990
4669,1995,1995
4670,1995,3179
4671,1995,3393
4672,1996,1996
4673,1996,2176
4674,1997,1997
4675,1997,1968
4676,1997,2064
4677,1998,1998
4678,1998,2953
4679,1998,3040
4680,1999,1999
4681,1999,2630
4682,2000,2000
4683,2000,3160
4684,2001,2001
4685,2001,1949
4686,2001,1932
4687,2001,2921
4688,2001,2594
4689,2002,2002
4690,2002,2872
4691,2002,2935
4692,2002,1822
4693,2003,2003
4694,2003,3057
4695,2004,2004
4696,2005,2005
4697,2005,2303
4698,2006,2006
4699,2006,2389
4700,2006,1807
4701,2006,2175
4702,2007,2007
4703,2008,2008
4704,2008,4195
4705,2009,2009
4706,2010,2010
4707,2010,1976
4708,2011,2011
4709,2011,2451
4710,2011,1866
4711,2011,2985
4712,2012,2012
4713,2013,2013
4714,2013,2926
4715,2013,1871
4716,2014,2014
4717,2014,2082
4718,2014,1986
4719,2014,2454
4720,2015,2015
4721,2015,2396
4722,2016,2016
4723,2016,5340
4724,2017,2017
4725,2017,866
4726,2018,2018
4727,2018,2968
4728,2019,2019
4729,2019,1830
4730,2020,2020
4731,2020,2023
4732,2021,2021
4733,2021,1822
4734,2021,3013
4735,2021,1883
4736,2022,2022
4737,2022,3260
4738,2022,2602
4739,2022,2403
4740,2023,2023
4741,2023,2020
4742,2024,2024
4743,2024,1977
4744,2024,2037
4745,2025,2025
4746,2025,2470
4747,2025,2393
4748,2025,2148
4749,2026,2026
4750,2026,3054
4751,2026,1962
4752,2027,2027
4753,2027,2643
4754,2027,3176
4755,2028,2028
4756,2028,3227
4757,2028,619
4758,2029,2029
4759,2029,2153
4760,2029,2751
4761,2029,3074
4762,2030,2030
4763,2030,3187
4764,2030,1848
4765,2030,1843
4766,2030,2371
4767,2031,2031
4768,2031,1761
4769,2031,3154
4770,2031,3109
4771,2032,2032
4772,2032,1910
4773,2033,2033
4774,2033,2077
4775,2034,2034
4776,2034,2899
4777,2034,3075
4778,2035,2035
4779,2035,2994
4780,2036,2036
4781,2036,2912
4782,2036,2113
4783,2036,2939
4784,2037,2037
4785,2037,2024
4786,2038,2038
4787,2038,1863
4788,2038,3094
4789,2038,3053
4790,2039,2039
4791,2039,804
4792,2040,2040
4793,2040,1959
4794,2040,3101
4795,2041,2041
4796,2041,2076
4797,2042,2042
4798,2042,2552
4799,2042,2573
4800,2043,2043
4801,2043,3003
4802,2043,1904
4803,2043,2131
4804,2044,2044
4805,2044,342
4806,2044,6205
4807,2044,2635
4808,2045,2045
4809,2045,1788
4810,2046,2046
4811,2046,3060
4812,2046,2082
4813,2047,2047
4814,2048,2048
4815,2048,3193
4816,2048,2947
4817,2048,2483
4818,2049,2049
4819,2050,2050
4820,2050,2485
4821,2050,2121
4822,2051,2051
4823,2051,2752
4824,2052,2052
4825,2052,1790
4826,2053,2053
4827,2053,2471
4828,2053,3143
4829,2053,3281
4830,2054,2054
4831,2054,2436
4832,2054,2026
4833,2054,2907
4834,2055,2055
4835,2055,1916
4836,2055,2158
4837,2055,3097
4838,2056,2056
4839,2057,2057
4840,2058,2058
4841,2059,2059
4842,2059,2454
4843,2059,1986
4844,2059,1901
4845,2060,2060
4846,2060,3480
4847,2061,2061
4848,2062,2062
4849,2063,2063
4850,2064,2064
4851,2064,1997
4852,2065,2065
4853,2065,2334
4854,2066,2066
4855,2066,3998
4856,2067,2067
4857,2067,2516
4858,2067,2077
4859,2068,2068
4860,2068,3103
4861,2069,2069
4862,2069,1895
4863,2070,2070
4864,2070,3186
4865,2071,2071
4866,2071,2767
4867,2071,3225
4868,2072,2072
4869,2073,2073
4870,2073,2537
4871,2073,2192
4872,2073,2176
4873,2073,3263
4874,2074,2074
4875,2075,2075
4876,2075,1911
4877,2076,2076
4878,2076,3133
4879,2076,2041
4880,2077,2077
4881,2077,2033
4882,2077,2067
4883,2078,2078
4884,2078,3191
4885,2078,2295
4886,2079,2079
4887,2079,2760
4888,2079,2473
4889,2080,2080
4890,2080,2853
4891,2081,2081
4892,2081,2052
4893,2082,2082
4894,2082,2014
4895,2082,1896
4896,2083,2083
4897,2084,2084
4898,2084,2903
4899,2084,2087
4900,2084,2147
4901,2085,2085
4902,2085,2013
4903,2085,1871
4904,2086,2086
4905,2086,3049
4906,2087,2087
4907,2087,2903
4908,2087,2084
4909,2088,2088
4910,2088,3002
4911,2089,2089
4912,2090,2090
4913,2090,3175
4914,2091,2091
4915,2092,2092
4916,2093,2093
4917,2093,2491
4918,2093,3235
4919,2093,3354
4920,2094,2094
4921,2094,6751
4922,2094,3041
4923,2094,3036
4924,2095,2095
4925,2096,2096
4926,2096,1936
4927,2096,2605
4928,2096,3107
4929,2096,2730
4930,2097,2097
4931,2097,1848
4932,2098,2098
4933,2099,2099
4934,2099,2842
4935,2099,3004
4936,2100,2100
4937,2100,2398
4938,2101,2101
4939,2101,2168
4940,2102,2102
4941,2102,1952
4942,2102,1851
4943,2103,2103
4944,2103,3061
4945,2104,2104
4946,2104,2512
4947,2104,1896
4948,2104,2536
4949,2105,2105
4950,2106,2106
4951,2107,2107
4952,2107,2450
4953,2108,2108
4954,2109,2109
4955,2109,3242
4956,2109,3305
4957,2109,3309
4958,2109,2715
4959,2110,2110
4960,2111,2111
4961,2111,1767
4962,2111,1826
4963,2111,2640
4964,2112,2112
4965,2113,2113
4966,2113,2036
4967,2114,2114
4968,2115,2115
4969,2115,1888
4970,2116,2116
4971,2117,2117
4972,2118,2118
4973,2119,2119
4974,2119,2991
4975,2119,3034
4976,2119,3043
4977,2120,2120
4978,2121,2121
4979,2121,2324
4980,2121,2050
4981,2122,2122
4982,2123,2123
4983,2123,3283
4984,2123,3162
4985,2123,3168
4986,2123,2141
4987,2124,2124
4988,2124,1800
4989,2124,2330
4990,2124,2886
4991,2125,2125
4992,2126,2126
4993,2126,6310
4994,2126,2994
4995,2126,2638
4996,2127,2127
4997,2128,2128
4998,2128,3174
4999,2128,3153
5000,2129,2129
5001,2129,3352
5002,2129,2905
5003,2130,2130
5004,2130,1909
5005,2130,2440
5006,2130,3033
5007,2131,2131
5008,2131,1815
5009,2131,2043
5010,2131,1904
5011,2132,2132
5012,2133,2133
5013,2134,2134
5014,2135,2135
5015,2135,2194
5016,2136,2136
5017,2136,2223
5018,2136,1827
5019,2137,2137
5020,2137,2956
5021,2138,2138
5022,2138,2397
5023,2138,1814
5024,2138,1756
5025,2138,2984
5026,2139,2139
5027,2139,3222
5028,2139,1967
5029,2140,2140
5030,2140,2646
5031,2141,2141
5032,2141,2123
5033,2141,3083
5034,2142,2142
5035,2143,2143
5036,2143,2967
5037,2144,2144
5038,2144,1796
5039,2145,2145
5040,2145,2477
5041,2146,2146
5042,2146,3254
5043,2146,1947
5044,2147,2147
5045,2147,1888
5046,2147,1959
5047,2147,2084
5048,2148,2148
5049,2148,2025
5050,2148,2428
5051,2149,2149
5052,2149,2974
5053,2149,3740
5054,2149,2684
5055,2150,2150
5056,2150,3302
5057,2151,2151
5058,2151,2690
5059,2151,1809
5060,2152,2152
5061,2152,2999
5062,2153,2153
5063,2153,2029
5064,2153,3011
5065,2154,2154
5066,2154,2969
5067,2155,2155
5068,2156,2156
5069,2157,2157
5070,2157,2938
5071,2157,2986
5072,2158,2158
5073,2158,2055
5074,2159,2159
5075,2159,2452
5076,2159,1845
5077,2159,2356
5078,2160,2160
5079,2161,2161
5080,2161,2484
5081,2161,2544
5082,2162,2162
5083,2162,332
5084,2163,2163
5085,2163,1763
5086,2163,1858
5087,2163,1850
5088,2163,3068
5089,2164,2164
5090,2164,1950
5091,2164,2296
5092,2165,2165
5093,2166,2166
5094,2167,2167
5095,2167,3114
5096,2168,2168
5097,2168,2101
5098,2169,2169
5099,2169,2621
5100,2170,2170
5101,2171,2171
5102,2171,2551
5103,2171,2955
5104,2172,2172
5105,2172,3087
5106,2172,2258
5107,2173,2173
5108,2173,3158
5109,2174,2174
5110,2174,2061
5111,2175,2175
5112,2175,2006
5113,2175,1869
5114,2175,3250
5115,2176,2176
5116,2176,2073
5117,2176,1996
5118,2177,2177
5119,2177,2154
5120,2178,2178
5121,2178,3174
5122,2178,1839
5123,2179,2179
5124,2179,1805
5125,2180,2180
5126,2180,2482
5127,2181,2181
5128,2181,3044
5129,2182,2182
5130,2183,2183
5131,2184,2184
5132,2185,2185
5133,2185,2782
5134,2185,2610
5135,2186,2186
5136,2186,3061
5137,2186,4004
5138,2187,2187
5139,2187,2854
5140,2187,2408
5141,2187,2877
5142,2188,2188
5143,2189,2189
5144,2190,2190
5145,2191,2191
5146,2192,2192
5147,2192,2073
5148,2193,2193
5149,2194,2194
5150,2194,2135
5151,2194,3171
5152,2195,2195
5153,2196,2196
5154,2197,2197
5155,2197,2628
5156,2197,2235
5157,2198,2198
5158,2198,2827
5159,2198,2671
5160,2198,2249
5161,2198,3318
5162,2199,2199
5163,2199,3109
5164,2200,2200
5165,2201,2201
5166,2201,2609
5167,2201,2725
5168,2201,2560
5169,2202,2202
5170,2202,2941
5171,2203,2203
5172,2203,1762
5173,2204,2204
5174,2205,2205
5175,2205,1994
5176,2205,1937
5177,2206,2206
5178,2206,2121
5179,2206,2442
5180,2206,6632
5181,2207,2207
5182,2207,2260
5183,2207,2611
5184,2208,2208
5185,2208,2532
5186,2209,2209
5187,2209,2523
5188,2210,2210
5189,2210,2666
5190,2210,3067
5191,2211,2211
5192,2212,2212
5193,2212,3348
5194,2213,2213
5195,2213,1799
5196,2213,2731
5197,2214,2214
5198,2214,1851
5199,2215,2215
5200,2216,2216
5201,2216,1983
5202,2217,2217
5203,2217,2892
5204,2218,2218
5205,2219,2219
5206,2220,2220
5207,2220,2084
5208,2220,3066
5209,2220,2903
5210,2220,2087
5211,2221,2221
5212,2221,2809
5213,2222,2222
5214,2223,2223
5215,2223,2136
5216,2223,3152
5217,2223,2286
5218,2224,2224
5219,2224,2466
5220,2225,2225
5221,2226,2226
5222,2226,2273
5223,2226,3345
5224,2227,2227
5225,2228,2228
5226,2229,2229
5227,2230,2230
5228,2230,2270
5229,2231,2231
5230,2231,2184
5231,2232,2232
5232,2233,2233
5233,2234,2234
5234,2235,2235
5235,2235,1984
5236,2235,2197
5237,2236,2236
5238,2236,2585
5239,2236,2485
5240,2237,2237
5241,2238,2238
5242,2239,2239
5243,2240,2240
5244,2241,2241
5245,2241,2993
5246,2242,2242
5247,2243,2243
5248,2243,3149
5249,2244,2244
5250,2245,2245
5251,2246,2246
5252,2247,2247
5253,2248,2248
5254,2249,2249
5255,2249,3318
5256,2249,2827
5257,2249,2198
5258,2250,2250
5259,2250,3358
5260,2251,2251
5261,2252,2252
5262,2253,2253
5263,2253,2752
5264,2253,2480
5265,2254,2254
5266,2254,2326
5267,2254,2272
5268,2254,1485
5269,2255,2255
5270,2256,2256
5271,2256,2424
5272,2256,2756
5273,2257,2257
5274,2257,1046
5275,2258,2258
5276,2258,3317
5277,2258,7210
5278,2258,2172
5279,2259,2259
5280,2259,2826
5281,2259,3321
5282,2260,2260
5283,2260,2611
5284,2260,2207
5285,2260,5340
5286,2261,2261
5287,2261,2825
5288,2261,2262
5289,2262,2262
5290,2262,2261
5291,2262,2825
5292,2263,2263
5293,2264,2264
5294,2265,2265
5295,2266,2266
5296,2267,2267
5297,2268,2268
5298,2269,2269
5299,2269,2277
5300,2270,2270
5301,2270,2230
5302,2271,2271
5303,2271,3289
5304,2272,2272
5305,2272,2254
5306,2272,2486
5307,2272,2326
5308,2272,1485
5309,2273,2273
5310,2273,2226
5311,2273,2833
5312,2274,2274
5313,2275,2275
5314,2275,2251
5315,2275,3332
5316,2276,2276
5317,2277,2277
5318,2277,2269
5319,2278,2278
5320,2279,2279
5321,2279,2300
5322,2280,2280
5323,2281,2281
5324,2282,2282
5325,2283,2283
5326,2283,2286
5327,2283,2935
5328,2283,2965
5329,2283,1761
5330,2284,2284
5331,2285,2285
5332,2286,2286
5333,2286,2584
5334,2286,2283
5335,2286,2223
5336,2287,2287
5337,2287,2297
5338,2287,1749
5339,2288,2288
5340,2289,2289
5341,2289,1804
5342,2289,1754
5343,2290,2290
5344,2290,2412
5345,2290,2671
5346,2291,2291
5347,2291,1088
5348,2292,2292
5349,2293,2293
5350,2293,2464
5351,2293,2367
5352,2294,2294
5353,2294,2865
5354,2294,1920
5355,2294,1951
5356,2295,2295
5357,2295,1931
5358,2295,2078
5359,2295,3191
5360,2296,2296
5361,2296,2366
5362,2297,2297
5363,2297,2287
5364,2298,2298
5365,2298,2390
5366,2299,2299
5367,2299,2693
5368,2299,1869
5369,2300,2300
5370,2300,2279
5371,2300,2440
5372,2301,2301
5373,2301,2321
5374,2301,1829
5375,2301,2498
5376,2301,2849
5377,2302,2302
5378,2303,2303
5379,2303,2005
5380,2303,2323
5381,2304,2304
5382,2305,2305
5383,2305,2331
5384,2305,2372
5385,2306,2306
5386,2307,2307
5387,2307,2519
5388,2308,2308
5389,2308,2464
5390,2309,2309
5391,2309,2626
5392,2309,2349
5393,2309,2435
5394,2310,2310
5395,2310,2420
5396,2310,1789
5397,2311,2311
5398,2311,2633
5399,2312,2312
5400,2312,1933
5401,2312,2874
5402,2312,2346
5403,2312,2843
5404,2313,2313
5405,2313,2407
5406,2313,2352
5407,2313,2299
5408,2314,2314
5409,2314,2475
5410,2314,2436
5411,2315,2315
5412,2315,1963
5413,2316,2316
5414,2316,2511
5415,2316,53
5416,2316,150
5417,2317,2317
5418,2318,2318
5419,2318,2459
5420,2318,2518
5421,2318,2342
5422,2318,2954
5423,2319,2319
5424,2320,2320
5425,2320,2658
5426,2321,2321
5427,2321,2301
5428,2321,2948
5429,2322,2322
5430,2323,2323
5431,2323,1770
5432,2323,2303
5433,2324,2324
5434,2324,1934
5435,2324,2121
5436,2325,2325
5437,2325,619
5438,2326,2326
5439,2326,2254
5440,2326,1931
5441,2326,2272
5442,2326,1485
5443,2327,2327
5444,2327,2335
5445,2327,2695
5446,2328,2328
5447,2329,2329
5448,2330,2330
5449,2330,2712
5450,2331,2331
5451,2331,2305
5452,2331,1803
5453,2331,2372
5454,2332,2332
5455,2332,3135
5456,2332,2839
5457,2332,2345
5458,2332,2428
5459,2333,2333
5460,2333,2377
5461,2334,2334
5462,2334,2371
5463,2334,2065
5464,2334,1956
5465,2335,2335
5466,2335,2327
5467,2335,2370
5468,2336,2336
5469,2336,2357
5470,2336,2374
5471,2337,2337
5472,2338,2338
5473,2339,2339
5474,2340,2340
5475,2341,2341
5476,2341,2597
5477,2342,2342
5478,2342,2954
5479,2342,2963
5480,2342,2318
5481,2343,2343
5482,2344,2344
5483,2344,2488
5484,2344,2348
5485,2344,2396
5486,2344,1882
5487,2345,2345
5488,2345,3135
5489,2346,2346
5490,2346,1933
5491,2346,3127
5492,2346,2312
5493,2347,2347
5494,2347,2416
5495,2348,2348
5496,2348,2344
5497,2348,2968
5498,2348,2488
5499,2349,2349
5500,2349,2309
5501,2349,3155
5502,2350,2350
5503,2350,2638
5504,2350,2536
5505,2351,2351
5506,2351,2501
5507,2351,2425
5508,2351,2647
5509,2351,1860
5510,2352,2352
5511,2352,1816
5512,2352,6666
5513,2353,2353
5514,2354,2354
5515,2354,1822
5516,2355,2355
5517,2356,2356
5518,2356,2159
5519,2356,2452
5520,2357,2357
5521,2357,2336
5522,2357,2632
5523,2358,2358
5524,2358,2758
5525,2359,2359
5526,2360,2360
5527,2361,2361
5528,2361,2503
5529,2361,1816
5530,2362,2362
5531,2362,2374
5532,2363,2363
5533,2364,2364
5534,2364,2740
5535,2364,3212
5536,2364,6783
5537,2364,3306
5538,2365,2365
5539,2366,2366
5540,2366,2296
5541,2367,2367
5542,2367,2425
5543,2367,1817
5544,2367,2293
5545,2368,2368
5546,2369,2369
5547,2369,2659
5548,2370,2370
5549,2370,2335
5550,2370,1828
5551,2370,1906
5552,2371,2371
5553,2371,2334
5554,2371,2030
5555,2372,2372
5556,2372,1917
5557,2372,2305
5558,2373,2373
5559,2373,2500
5560,2374,2374
5561,2374,1903
5562,2374,2336
5563,2374,2362
5564,2375,2375
5565,2375,2483
5566,2375,2750
5567,2375,2402
5568,2375,1971
5569,2376,2376
5570,2376,3000
5571,2376,2651
5572,2377,2377
5573,2377,2333
5574,2377,1922
5575,2377,2963
5576,2377,2479
5577,2378,2378
5578,2379,2379
5579,2380,2380
5580,2381,2381
5581,2381,2507
5582,2381,2420
5583,2381,3070
5584,2382,2382
5585,2382,2640
5586,2382,2397
5587,2382,2437
5588,2383,2383
5589,2384,2384
5590,2384,2595
5591,2384,2535
5592,2385,2385
5593,2386,2386
5594,2387,2387
5595,2388,2388
5596,2388,2395
5597,2388,2453
5598,2389,2389
5599,2389,3100
5600,2389,1858
5601,2389,2860
5602,2390,2390
5603,2390,2298
5604,2391,2391
5605,2391,2641
5606,2392,2392
5607,2393,2393
5608,2393,2025
5609,2394,2394
5610,2394,3006
5611,2394,2875
5612,2395,2395
5613,2395,2388
5614,2396,2396
5615,2396,1882
5616,2396,2015
5617,2396,2344
5618,2397,2397
5619,2397,2382
5620,2397,2640
5621,2397,2138
5622,2398,2398
5623,2398,2100
5624,2398,2927
5625,2399,2399
5626,2400,2400
5627,2400,2494
5628,2400,1800
5629,2401,2401
5630,2402,2402
5631,2402,2897
5632,2402,2375
5633,2402,2750
5634,2403,2403
5635,2403,2602
5636,2403,2548
5637,2403,3260
5638,2403,2022
5639,2404,2404
5640,2405,2405
5641,2406,2406
5642,2406,2426
5643,2407,2407
5644,2407,2313
5645,2407,2588
5646,2407,2462
5647,2408,2408
5648,2408,1853
5649,2408,3003
5650,2408,2187
5651,2409,2409
5652,2409,2709
5653,2409,2700
5654,2409,2545
5655,2410,2410
5656,2410,1789
5657,2410,2451
5658,2410,2507
5659,2411,2411
5660,2411,2517
5661,2411,2453
5662,2411,2496
5663,2412,2412
5664,2412,3318
5665,2412,2290
5666,2413,2413
5667,2413,2374
5668,2414,2414
5669,2415,2415
5670,2415,2942
5671,2415,1868
5672,2416,2416
5673,2416,2523
5674,2416,2347
5675,2417,2417
5676,2417,2572
5677,2418,2418
5678,2418,2423
5679,2418,1805
5680,2418,1932
5681,2419,2419
5682,2419,2499
5683,2419,2606
5684,2419,2650
5685,2420,2420
5686,2420,2310
5687,2421,2421
5688,2421,2317
5689,2422,2422
5690,2423,2423
5691,2423,2418
5692,2423,1949
5693,2424,2424
5694,2424,2256
5695,2425,2425
5696,2425,2367
5697,2425,2351
5698,2425,2501
5699,2425,1860
5700,2426,2426
5701,2426,2406
5702,2426,3040
5703,2426,2505
5704,2426,6725
5705,2427,2427
5706,2427,2564
5707,2427,2625
5708,2428,2428
5709,2428,2332
5710,2429,2429
5711,2429,2544
5712,2429,1856
5713,2430,2430
5714,2430,2998
5715,2431,2431
5716,2431,1761
5717,2432,2432
5718,2432,2455
5719,2432,2897
5720,2432,2695
5721,2433,2433
5722,2434,2434
5723,2434,2507
5724,2434,2005
5725,2434,2682
5726,2435,2435
5727,2435,2500
5728,2435,2309
5729,2436,2436
5730,2436,2054
5731,2436,2907
5732,2436,2314
5733,2437,2437
5734,2437,2919
5735,2437,2382
5736,2438,2438
5737,2439,2439
5738,2440,2440
5739,2440,2130
5740,2440,2300
5741,2441,2441
5742,2442,2442
5743,2442,2485
5744,2443,2443
5745,2444,2444
5746,2444,1917
5747,2445,2445
5748,2445,2638
5749,2445,7026
5750,2446,2446
5751,2446,2682
5752,2447,2447
5753,2447,2651
5754,2447,2700
5755,2448,2448
5756,2448,2861
5757,2449,2449
5758,2449,2539
5759,2450,2450
5760,2450,2107
5761,2450,6500
5762,2450,1298
5763,2451,2451
5764,2451,2011
5765,2451,1789
5766,2451,2410
5767,2451,1982
5768,2452,2452
5769,2452,2159
5770,2452,1845
5771,2452,2356
5772,2453,2453
5773,2453,2388
5774,2453,2411
5775,2454,2454
5776,2454,2059
5777,2454,2544
5778,2454,2014
5779,2454,1986
5780,2455,2455
5781,2455,2432
5782,2455,2744
5783,2456,2456
5784,2456,3300
5785,2456,2751
5786,2457,2457
5787,2457,2524
5788,2457,2564
5789,2457,2625
5790,2457,2516
5791,2458,2458
5792,2459,2459
5793,2459,2318
5794,2459,3038
5795,2460,2460
5796,2461,2461
5797,2461,2632
5798,2461,2366
5799,2462,2462
5800,2462,2407
5801,2462,1812
5802,2463,2463
5803,2463,2506
5804,2464,2464
5805,2464,2293
5806,2464,2308
5807,2465,2465
5808,2465,1989
5809,2465,3128
5810,2466,2466
5811,2467,2467
5812,2467,2544
5813,2467,2760
5814,2467,2675
5815,2467,7181
5816,2468,2468
5817,2468,1840
5818,2469,2469
5819,2469,2664
5820,2470,2470
5821,2470,2758
5822,2470,2025
5823,2470,1848
5824,2471,2471
5825,2471,2053
5826,2471,3143
5827,2471,2627
5828,2472,2472
5829,2472,2723
5830,2473,2473
5831,2473,2623
5832,2473,1794
5833,2473,2541
5834,2473,2079
5835,2474,2474
5836,2474,1903
5837,2474,2779
5838,2475,2475
5839,2475,2314
5840,2475,2859
5841,2476,2476
5842,2476,1827
5843,2477,2477
5844,2478,2478
5845,2478,1975
5846,2478,2551
5847,2479,2479
5848,2479,2885
5849,2479,2377
5850,2480,2480
5851,2480,2633
5852,2480,2253
5853,2480,6846
5854,2481,2481
5855,2482,2482
5856,2482,2673
5857,2483,2483
5858,2483,2750
5859,2483,2375
5860,2483,2048
5861,2484,2484
5862,2484,2161
5863,2485,2485
5864,2485,2050
5865,2485,2442
5866,2485,2236
5867,2485,2602
5868,2486,2486
5869,2486,1485
5870,2486,2272
5871,2487,2487
5872,2488,2488
5873,2488,2344
5874,2489,2489
5875,2490,2490
5876,2491,2491
5877,2491,2093
5878,2492,2492
5879,2493,2493
5880,2494,2494
5881,2494,2322
5882,2494,2400
5883,2495,2495
5884,2495,2624
5885,2496,2496
5886,2496,2547
5887,2496,2628
5888,2496,2411
5889,2497,2497
5890,2497,2694
5891,2498,2498
5892,2498,1837
5893,2498,2658
5894,2498,2301
5895,2498,1829
5896,2499,2499
5897,2499,2419
5898,2499,6654
5899,2499,6239
5900,2500,2500
5901,2500,2435
5902,2500,2373
5903,2501,2501
5904,2501,2351
5905,2501,2647
5906,2501,2425
5907,2502,2502
5908,2502,2567
5909,2503,2503
5910,2503,2542
5911,2503,2582
5912,2503,2361
5913,2503,2693
5914,2504,2504
5915,2505,2505
5916,2505,2426
5917,2506,2506
5918,2506,2463
5919,2507,2507
5920,2507,2381
5921,2507,2434
5922,2507,2420
5923,2507,2410
5924,2508,2508
5925,2508,2789
5926,2509,2509
5927,2510,2510
5928,2511,2511
5929,2511,2316
5930,2512,2512
5931,2512,2568
5932,2512,2104
5933,2513,2513
5934,2513,2488
5935,2514,2514
5936,2514,2630
5937,2514,2474
5938,2515,2515
5939,2515,2587
5940,2515,2585
5941,2516,2516
5942,2516,2369
5943,2516,2067
5944,2516,2457
5945,2517,2517
5946,2517,2411
5947,2517,2345
5948,2518,2518
5949,2518,2591
5950,2518,2318
5951,2519,2519
5952,2519,2307
5953,2519,1953
5954,2520,2520
5955,2521,2521
5956,2521,2805
5957,2521,2630
5958,2522,2522
5959,2523,2523
5960,2523,2416
5961,2523,2549
5962,2523,2209
5963,2524,2524
5964,2524,2457
5965,2524,2625
5966,2524,2566
5967,2525,2525
5968,2525,3129
5969,2525,5423
5970,2526,2526
5971,2526,3096
5972,2526,1836
5973,2527,2527
5974,2528,2528
5975,2529,2529
5976,2529,1844
5977,2529,2405
5978,2530,2530
5979,2530,1883
5980,2531,2531
5981,2532,2532
5982,2532,2562
5983,2532,2208
5984,2532,2621
5985,2533,2533
5986,2534,2534
5987,2534,1985
5988,2534,2478
5989,2534,2733
5990,2535,2535
5991,2535,2384
5992,2535,2518
5993,2536,2536
5994,2536,2568
5995,2536,2350
5996,2536,2104
5997,2537,2537
5998,2537,2073
5999,2537,2752
6000,2537,1774
6001,2538,2538
6002,2538,2795
6003,2539,2539
6004,2539,2449
6005,2540,2540
6006,2540,2621
6007,2541,2541
6008,2541,1841
6009,2541,2473
6010,2542,2542
6011,2542,2503
6012,2543,2543
6013,2544,2544
6014,2544,2467
6015,2544,2454
6016,2544,2161
6017,2545,2545
6018,2545,2614
6019,2545,2409
6020,2546,2546
6021,2546,1758
6022,2547,2547
6023,2547,2496
6024,2548,2548
6025,2548,2403
6026,2548,2602
6027,2549,2549
6028,2549,2523
6029,2550,2550
6030,2550,2687
6031,2550,2732
6032,2551,2551
6033,2551,2171
6034,2551,2478
6035,2551,1985
6036,2552,2552
6037,2552,1861
6038,2553,2553
6039,2554,2554
6040,2555,2555
6041,2555,2726
6042,2555,3233
6043,2556,2556
6044,2557,2557
6045,2558,2558
6046,2559,2559
6047,2560,2560
6048,2560,2795
6049,2560,3162
6050,2560,3238
6051,2560,2201
6052,2561,2561
6053,2561,1786
6054,2561,2362
6055,2561,1908
6056,2562,2562
6057,2562,2532
6058,2563,2563
6059,2563,3335
6060,2563,3236
6061,2564,2564
6062,2564,2457
6063,2564,2427
6064,2565,2565
6065,2565,2296
6066,2565,3152
6067,2566,2566
6068,2566,2476
6069,2566,2524
6070,2566,2394
6071,2567,2567
6072,2568,2568
6073,2568,2536
6074,2568,2512
6075,2568,2772
6076,2569,2569
6077,2570,2570
6078,2571,2571
6079,2572,2572
6080,2572,2607
6081,2572,2417
6082,2573,2573
6083,2574,2574
6084,2574,2742
6085,2575,2575
6086,2575,6768
6087,2575,4134
6088,2576,2576
6089,2577,2577
6090,2577,2755
6091,2578,2578
6092,2578,2526
6093,2578,3177
6094,2579,2579
6095,2580,2580
6096,2580,2699
6097,2581,2581
6098,2582,2582
6099,2582,2416
6100,2582,2503
6101,2582,2959
6102,2582,2361
6103,2583,2583
6104,2584,2584
6105,2584,2286
6106,2585,2585
6107,2585,2515
6108,2586,2586
6109,2586,2701
6110,2586,2690
6111,2587,2587
6112,2587,2523
6113,2587,2515
6114,2588,2588
6115,2588,2407
